customer_id,first_name,last_name,email,phone,birth_date,city,country,postal_code,segment,registration_date,last_login,is_verified,accepts_marketing
181,Lucas,González,lucas.gonzález181@email.com,+1 994-278-2513,1988-05-04,La Plata,México,99823,Silver,2021-12-24,2022-02-21,False,True
182,Martín,Rodríguez,martín.rodríguez182@email.com,+1 843-203-6206,1984-03-04,La Plata,México,27598,Bronze,2022-01-21,2025-05-29,True,True
183,Laura,López,laura.lópez183@email.com,+1 791-183-2582,1963-01-04,Salta,Argentina,89462,Gold,2021-01-12,2024-04-25,True,True
184,Valentina,Ramírez,valentina.ramírez184@email.com,+1 658-984-7836,1969-03-12,Tucumán,Colombia,23668,Gold,2020-08-22,2022-05-26,False,False
185,Laura,López,laura.lópez185@email.com,+1 215-401-5265,1992-09-08,Tucumán,Argentina,94224,Platinum,2024-02-22,2024-04-30,True,True
186,Valentina,Torres,valentina.torres186@email.com,+1 462-595-2942,1998-11-13,La Plata,Perú,28637,Gold,2021-11-20,2024-06-02,True,True
187,Sofía,Fernández,sofía.fernández187@email.com,+1 362-690-6974,1977-08-24,Santa Fe,Argentina,96891,Bronze,2021-03-20,2024-07-04,True,True
188,Diego,García,diego.garcía188@email.com,+1 566-838-2530,1991-06-09,La Plata,México,25784,Gold,2023-04-18,2025-07-16,False,False
189,Camila,Sánchez,camila.sánchez189@email.com,+1 893-982-1751,1985-11-11,Buenos Aires,México,54691,Gold,2020-08-26,2024-06-10,True,False
190,Ana,Rodríguez,ana.rodríguez190@email.com,+1 399-486-2447,1976-06-12,Córdoba,Argentina,17015,Platinum,2021-03-14,2022-11-18,False,True
191,Martín,González,martín.gonzález191@email.com,+1 307-315-6879,1967-05-20,La Plata,Colombia,50584,Platinum,2023-11-15,2024-03-15,True,False
192,Lucía,Torres,lucía.torres192@email.com,+1 327-204-1215,2005-07-30,Tucumán,México,94301,Silver,2022-01-08,2022-10-08,True,False
193,María,García,maría.garcía193@email.com,+1 962-624-2219,1996-08-25,Santa Fe,Argentina,20985,Gold,2023-01-30,2023-02-04,False,False
194,Camila,Ramírez,camila.ramírez194@email.com,+1 440-193-3416,1993-01-03,Santa Fe,Chile,53628,Platinum,2020-10-21,2025-09-29,True,False
195,Carlos,Rodríguez,carlos.rodríguez195@email.com,+1 592-712-8030,1993-05-22,Mar del Plata,Perú,62158,Silver,2024-01-26,2024-03-17,True,True
196,Camila,Pérez,camila.pérez196@email.com,+1 527-836-7794,1972-06-15,Tucumán,Colombia,27693,Platinum,2022-05-15,2023-02-04,False,True
197,Laura,González,laura.gonzález197@email.com,+1 955-546-5373,1985-11-13,Salta,México,41502,Silver,2022-04-24,2025-01-29,True,True
198,Carlos,García,carlos.garcía198@email.com,+1 947-445-9991,1987-09-01,Rosario,Perú,33397,Platinum,2020-03-05,2025-02-26,True,False
199,Pedro,Pérez,pedro.pérez199@email.com,+1 748-947-8790,1985-04-29,Salta,México,93545,Gold,2022-01-26,2022-12-14,True,False
200,Diego,González,diego.gonzález200@email.com,+1 969-260-3771,1975-05-24,Rosario,Colombia,48138,Bronze,2021-11-20,2022-11-21,True,True
201,Sofía,Torres,sofía.torres201@email.com,+1 575-175-1511,2003-11-08,La Plata,Argentina,44005,Platinum,2020-09-27,2023-09-27,False,False
202,Martín,Pérez,martín.pérez202@email.com,+1 645-567-5202,2000-12-08,Mendoza,Uruguay,74676,Silver,2022-06-14,2022-10-28,False,False
203,Lucas,González,lucas.gonzález203@email.com,+1 951-106-4577,1980-04-14,Santa Fe,Chile,59761,Silver,2021-04-03,2025-05-16,True,True
204,Lucía,López,lucía.lópez204@email.com,+1 207-396-9814,1982-10-19,Mar del Plata,México,62227,Platinum,2023-08-12,2025-01-05,True,True
205,Ana,Pérez,ana.pérez205@email.com,+1 323-659-2714,1993-07-02,Buenos Aires,México,42271,Gold,2021-11-15,2023-11-29,True,True
206,Diego,García,diego.garcía206@email.com,+1 704-244-7771,1966-04-09,La Plata,Perú,49814,Gold,2023-09-22,2025-07-17,True,False
207,Diego,González,diego.gonzález207@email.com,+1 850-448-1001,1979-03-21,Buenos Aires,Uruguay,28396,Platinum,2022-03-04,2023-06-05,True,False
208,Pedro,González,pedro.gonzález208@email.com,+1 216-627-9783,1986-10-20,Buenos Aires,Chile,41192,Silver,2020-11-16,2020-12-28,True,True
209,Laura,Rodríguez,laura.rodríguez209@email.com,+1 428-993-1932,1972-12-29,Salta,Chile,21953,Gold,2020-02-22,2024-07-29,False,False
210,Mateo,Fernández,mateo.fernández210@email.com,+1 286-985-9007,1997-07-13,Rosario,Uruguay,36288,Gold,2023-11-12,2025-07-04,True,True
211,Martín,Torres,martín.torres211@email.com,+1 360-634-5695,2005-05-09,Neuquén,Colombia,14482,Silver,2020-02-11,2025-11-18,True,True
212,Martín,Rodríguez,martín.rodríguez212@email.com,+1 748-823-1555,1978-02-12,Mendoza,Argentina,38357,Silver,2022-05-13,2024-09-21,True,False
213,Pedro,Torres,pedro.torres213@email.com,+1 540-581-4165,2003-10-17,La Plata,Argentina,39040,Silver,2022-11-06,2023-11-08,True,True
214,Camila,López,camila.lópez214@email.com,+1 405-378-7215,1973-03-13,Mar del Plata,Colombia,16754,Silver,2021-03-20,2025-03-19,True,True
215,Camila,Pérez,camila.pérez215@email.com,+1 946-821-6382,1993-05-12,Córdoba,Chile,37292,Silver,2020-08-03,2020-09-08,True,False
216,Camila,Ramírez,camila.ramírez216@email.com,+1 515-715-4496,1997-01-19,Tucumán,Argentina,86422,Platinum,2022-06-13,2023-12-10,True,True
217,Pedro,González,pedro.gonzález217@email.com,+1 841-602-2450,1990-01-10,Neuquén,Argentina,86802,Silver,2020-08-29,2021-05-23,False,False
218,Sofía,Fernández,sofía.fernández218@email.com,+1 407-598-2244,1966-10-08,Mendoza,Colombia,77540,Bronze,2020-03-17,2024-10-09,True,True
219,Lucas,Pérez,lucas.pérez219@email.com,+1 364-279-3800,1972-04-06,Tucumán,Perú,92677,Silver,2024-03-26,2024-05-12,True,True
220,Valentina,Fernández,valentina.fernández220@email.com,+1 362-519-1813,2001-04-15,La Plata,Argentina,58868,Gold,2024-01-23,2024-05-13,False,True
221,Juan,García,juan.garcía221@email.com,+1 229-836-2982,2000-05-31,Tucumán,Argentina,83115,Platinum,2021-12-28,2024-03-15,False,False
222,Martín,Martínez,martín.martínez222@email.com,+1 279-632-8397,1990-04-14,Córdoba,Chile,50780,Platinum,2022-06-27,2023-01-23,True,False
223,Diego,López,diego.lópez223@email.com,+1 222-376-3381,1992-07-18,Mar del Plata,Perú,81851,Platinum,2020-04-05,2020-12-29,True,False
224,Lucas,López,lucas.lópez224@email.com,+1 856-218-3427,1966-04-12,Mar del Plata,Chile,41348,Platinum,2020-12-06,2022-09-25,True,True
225,Sofía,Pérez,sofía.pérez225@email.com,+1 282-211-5616,1968-06-09,Tucumán,Chile,91455,Bronze,2023-04-21,2023-04-26,True,True
226,María,Torres,maría.torres226@email.com,+1 269-718-4601,1969-05-14,Tucumán,Argentina,64862,Bronze,2022-10-27,2023-08-12,False,False
227,Sofía,Ramírez,sofía.ramírez227@email.com,+1 814-493-2145,1962-03-26,Salta,Colombia,27402,Gold,2022-08-08,2023-04-12,True,False
228,Ana,Sánchez,ana.sánchez228@email.com,+1 909-156-5225,1961-12-03,Mendoza,Argentina,25938,Silver,2022-11-14,2024-06-04,True,True
229,Pedro,López,pedro.lópez229@email.com,+1 742-306-5218,1965-03-30,Buenos Aires,Argentina,56774,Platinum,2020-09-10,2025-12-09,True,False
230,Lucas,Torres,lucas.torres230@email.com,+1 471-115-4582,1969-02-11,Tucumán,Colombia,72065,Platinum,2020-03-27,2023-04-04,True,False
231,Pedro,Ramírez,pedro.ramírez231@email.com,+1 330-716-6538,1971-11-07,Mar del Plata,Perú,25709,Platinum,2023-06-12,2023-07-08,True,False
232,Martín,Ramírez,martín.ramírez232@email.com,+1 971-263-6158,1965-07-02,Santa Fe,Perú,53486,Bronze,2022-04-30,2022-12-06,False,True
233,Juan,Torres,juan.torres233@email.com,+1 679-458-9299,1992-03-23,Mar del Plata,Uruguay,22327,Gold,2022-12-05,2024-01-23,True,False
234,Gabriel,Martínez,gabriel.martínez234@email.com,+1 880-557-9556,2005-01-28,Rosario,Argentina,17281,Bronze,2023-06-13,2025-07-16,True,True
235,Ana,Torres,ana.torres235@email.com,+1 755-674-4820,1973-09-28,Mendoza,Chile,46368,Gold,2022-07-14,2025-09-07,True,False
236,Pedro,Rodríguez,pedro.rodríguez236@email.com,+1 791-506-8578,1993-01-14,Tucumán,Argentina,13520,Bronze,2021-11-22,2022-11-05,True,True
237,Ana,Martínez,ana.martínez237@email.com,+1 891-799-5863,1984-12-25,Salta,Chile,81823,Platinum,2021-04-16,2025-04-28,False,False
238,Pedro,González,pedro.gonzález238@email.com,+1 799-314-4433,1982-07-25,Buenos Aires,Colombia,49834,Gold,2021-02-20,2024-03-05,True,False
239,Mateo,Martínez,mateo.martínez239@email.com,+1 524-694-3571,1966-04-15,Buenos Aires,Chile,90705,Gold,2021-08-09,2024-04-07,True,False
240,Laura,Martínez,laura.martínez240@email.com,+1 346-155-1745,1996-12-31,Buenos Aires,Argentina,85936,Platinum,2022-02-27,2025-10-13,False,True
241,Gabriel,Sánchez,gabriel.sánchez241@email.com,+1 581-229-4174,1986-04-28,Mendoza,Argentina,23585,Bronze,2021-10-17,2022-09-25,True,True
242,Martín,Rodríguez,martín.rodríguez242@email.com,+1 969-382-6871,1975-01-24,Neuquén,Chile,15884,Gold,2024-04-21,2024-07-20,True,True
243,Valentina,Pérez,valentina.pérez243@email.com,+1 918-744-2032,1997-08-23,Buenos Aires,Colombia,27974,Bronze,2021-11-30,2024-09-17,True,True
244,Martín,Pérez,martín.pérez244@email.com,+1 815-583-5639,1988-11-05,Mendoza,Perú,20207,Platinum,2022-01-30,2023-06-03,True,False
245,Lucas,Rodríguez,lucas.rodríguez245@email.com,+1 815-839-5265,1984-04-11,Mendoza,Argentina,50796,Bronze,2021-08-29,2023-03-16,False,True
246,Ana,Sánchez,ana.sánchez246@email.com,+1 278-377-1269,1976-01-22,Neuquén,México,28760,Gold,2022-07-11,2025-10-11,False,True
247,Ana,Fernández,ana.fernández247@email.com,+1 353-501-9176,1983-05-23,Buenos Aires,Argentina,45782,Gold,2020-11-09,2024-11-02,True,True
248,Mateo,García,mateo.garcía248@email.com,+1 378-141-3744,1999-03-19,Mendoza,México,44047,Platinum,2024-05-25,2024-07-21,False,True
249,Diego,López,diego.lópez249@email.com,+1 861-855-4099,1972-07-18,Córdoba,Chile,47399,Bronze,2020-12-26,2021-10-03,True,True
250,Diego,Torres,diego.torres250@email.com,+1 206-565-1827,1990-10-06,Salta,Argentina,34565,Platinum,2024-02-28,2025-02-26,True,True
251,Ana,González,ana.gonzález251@email.com,+1 260-211-1353,1982-01-21,Neuquén,Argentina,14708,Bronze,2020-07-07,2021-01-25,False,True
252,Juan,Pérez,juan.pérez252@email.com,+1 597-435-7584,1982-03-30,Neuquén,México,76899,Silver,2021-12-17,2023-01-26,True,True
253,Martín,Rodríguez,martín.rodríguez253@email.com,+1 337-304-3561,1969-06-17,Salta,Perú,28079,Gold,2021-03-15,2025-02-16,True,False
254,Juan,Fernández,juan.fernández254@email.com,+1 898-636-6213,1963-03-07,Mendoza,México,99895,Bronze,2024-02-02,2025-01-25,True,False
255,Mateo,Fernández,mateo.fernández255@email.com,+1 342-128-1797,1985-08-13,Santa Fe,Colombia,83788,Silver,2022-08-29,2025-03-05,False,True
256,Juan,Martínez,juan.martínez256@email.com,+1 820-464-9777,1961-08-22,Mendoza,Argentina,96392,Bronze,2023-12-07,2024-12-23,True,True
257,Pedro,Sánchez,pedro.sánchez257@email.com,+1 690-318-1705,1970-11-05,Tucumán,México,24867,Gold,2023-07-07,2025-06-10,True,True
258,Juan,García,juan.garcía258@email.com,+1 232-346-2164,1968-04-13,Buenos Aires,Perú,22136,Platinum,2022-12-03,2023-07-31,True,True
259,Camila,González,camila.gonzález259@email.com,+1 317-742-8152,2002-05-24,Rosario,Argentina,41714,Silver,2023-08-28,2025-04-17,False,True
260,Sofía,Fernández,sofía.fernández260@email.com,+1 444-134-5995,1982-03-28,Córdoba,Argentina,84313,Gold,2023-06-30,2025-08-08,True,False
261,Sofía,Sánchez,sofía.sánchez261@email.com,+1 694-387-5812,1981-10-09,Mar del Plata,Perú,11829,Gold,2022-12-03,2024-02-12,True,True
262,Pedro,García,pedro.garcía262@email.com,+1 741-751-1164,1974-04-26,Salta,Argentina,61231,Gold,2023-06-08,2024-12-26,False,False
263,Diego,Fernández,diego.fernández263@email.com,+1 344-205-6074,1976-12-25,Córdoba,Perú,79788,Platinum,2021-02-25,2022-09-16,False,False
264,Carlos,Martínez,carlos.martínez264@email.com,+1 219-763-4507,1964-03-03,Santa Fe,Uruguay,94067,Silver,2020-06-19,2020-11-15,True,False
265,Juan,Torres,juan.torres265@email.com,+1 494-740-2565,1983-07-23,Mendoza,Argentina,34743,Bronze,2023-06-10,2024-04-05,True,False
266,Camila,Fernández,camila.fernández266@email.com,+1 341-853-4131,1961-04-22,Salta,Colombia,42827,Gold,2021-04-24,2021-12-20,True,False
267,María,Pérez,maría.pérez267@email.com,+1 843-188-9519,1989-10-17,Córdoba,Colombia,88944,Silver,2023-07-31,2024-09-28,True,False
268,Lucía,López,lucía.lópez268@email.com,+1 768-822-9318,2005-11-19,La Plata,Uruguay,79193,Bronze,2020-01-24,2023-10-11,False,True
269,Lucas,García,lucas.garcía269@email.com,+1 360-340-5404,1990-12-21,Neuquén,México,25377,Bronze,2020-08-08,2025-11-29,True,False
270,Lucía,Martínez,lucía.martínez270@email.com,+1 519-515-9399,1974-11-29,Córdoba,Chile,25261,Silver,2020-08-06,2022-09-22,False,False
271,Sofía,González,sofía.gonzález271@email.com,+1 232-634-1056,1979-11-01,Buenos Aires,Perú,92426,Silver,2023-07-14,2025-07-09,True,True
272,Lucas,Pérez,lucas.pérez272@email.com,+1 613-395-4494,1985-03-14,Santa Fe,Perú,43115,Silver,2022-07-03,2022-08-13,True,True
273,Martín,Sánchez,martín.sánchez273@email.com,+1 604-848-2841,1987-10-17,Mendoza,Chile,80259,Silver,2021-02-23,2023-04-18,False,False
274,Lucía,García,lucía.garcía274@email.com,+1 592-876-1771,1968-10-14,Buenos Aires,Colombia,31269,Silver,2020-09-02,2025-02-12,False,True
275,Camila,Sánchez,camila.sánchez275@email.com,+1 975-304-8767,1962-09-29,Mar del Plata,Argentina,87511,Bronze,2021-08-10,2023-01-09,True,True
276,Valentina,Sánchez,valentina.sánchez276@email.com,+1 701-932-9419,1987-08-23,Rosario,Uruguay,10044,Platinum,2021-01-30,2025-02-14,False,False
277,Laura,González,laura.gonzález277@email.com,+1 360-150-6819,1995-06-26,La Plata,Argentina,64398,Gold,2021-07-27,2022-05-05,True,False
278,Camila,Rodríguez,camila.rodríguez278@email.com,+1 491-550-3305,1984-09-12,Córdoba,Colombia,54586,Gold,2020-06-26,2024-05-03,True,True
279,Diego,Fernández,diego.fernández279@email.com,+1 500-139-9549,1977-04-21,Córdoba,Uruguay,26839,Platinum,2021-09-03,2024-08-01,True,False
280,Ana,López,ana.lópez280@email.com,+1 801-295-9981,2004-01-03,Buenos Aires,Chile,40104,Bronze,2020-08-26,2024-05-28,True,True
281,Lucas,González,lucas.gonzález281@email.com,+1 333-420-2891,1984-01-21,Buenos Aires,Chile,24400,Bronze,2023-08-15,2023-09-06,True,False
282,Laura,Sánchez,laura.sánchez282@email.com,+1 449-171-1827,1964-04-16,La Plata,Argentina,77655,Bronze,2021-04-26,2023-10-02,False,False
283,Mateo,Sánchez,mateo.sánchez283@email.com,+1 213-890-8831,1988-01-11,La Plata,Argentina,38235,Silver,2023-05-12,2025-03-24,True,False
284,Gabriel,Pérez,gabriel.pérez284@email.com,+1 769-370-6493,1991-10-15,Mendoza,México,88808,Platinum,2020-05-26,2025-01-31,True,False
285,Diego,Pérez,diego.pérez285@email.com,+1 432-979-6376,2004-03-20,Mendoza,Argentina,53344,Platinum,2020-09-29,2025-04-08,False,False
286,Gabriel,Ramírez,gabriel.ramírez286@email.com,+1 501-345-4199,1965-02-06,Mendoza,Argentina,41534,Silver,2020-07-30,2022-03-15,True,False
287,Ana,García,ana.garcía287@email.com,+1 824-940-3858,1999-12-17,Neuquén,Argentina,84346,Bronze,2024-05-16,2024-11-05,True,True
288,Gabriel,García,gabriel.garcía288@email.com,+1 711-864-6351,1991-11-14,Mendoza,Chile,32154,Bronze,2023-05-24,2023-06-08,False,True
289,Pedro,Pérez,pedro.pérez289@email.com,+1 635-905-4041,1968-04-12,Mar del Plata,México,11894,Gold,2023-04-09,2025-04-16,True,True
290,Sofía,Pérez,sofía.pérez290@email.com,+1 427-426-3741,1976-01-19,La Plata,Colombia,92355,Bronze,2023-03-19,2025-06-24,True,True
291,Gabriel,Pérez,gabriel.pérez291@email.com,+1 829-192-5995,1996-02-11,Mar del Plata,México,14156,Gold,2022-07-09,2024-07-16,True,False
292,Laura,Martínez,laura.martínez292@email.com,+1 596-885-5047,2003-09-12,Santa Fe,Uruguay,53302,Gold,2023-03-03,2023-05-11,True,False
293,Juan,Sánchez,juan.sánchez293@email.com,+1 800-141-7574,1960-11-13,Neuquén,Uruguay,84086,Bronze,2023-06-10,2025-07-16,True,True
294,Pedro,López,pedro.lópez294@email.com,+1 240-714-8315,1962-05-29,Santa Fe,México,47060,Platinum,2022-10-28,2025-11-28,True,True
295,Ana,Torres,ana.torres295@email.com,+1 602-660-2972,1976-01-31,Rosario,Perú,89797,Gold,2023-01-30,2023-08-24,True,True
296,María,Pérez,maría.pérez296@email.com,+1 941-715-6245,1974-11-02,Buenos Aires,Chile,60475,Silver,2022-02-06,2022-10-24,True,True
297,Camila,Rodríguez,camila.rodríguez297@email.com,+1 707-624-9353,1999-03-17,Tucumán,Chile,46849,Platinum,2020-10-19,2025-05-19,True,True
298,Ana,López,ana.lópez298@email.com,+1 812-435-6658,1971-01-12,Tucumán,Argentina,23328,Bronze,2021-04-22,2025-06-18,False,False
299,Pedro,González,pedro.gonzález299@email.com,+1 331-877-5941,1967-04-17,Buenos Aires,Argentina,26975,Gold,2021-07-07,2023-09-10,True,False
300,Diego,Rodríguez,diego.rodríguez300@email.com,+1 268-223-4798,1979-12-17,La Plata,Uruguay,47020,Platinum,2020-12-02,2023-10-03,True,True
301,Martín,Ramírez,martín.ramírez301@email.com,+1 291-653-6643,1986-10-28,Mendoza,Colombia,81830,Silver,2022-10-31,2022-12-08,True,True
302,Valentina,Martínez,valentina.martínez302@email.com,+1 393-264-3376,1990-08-19,La Plata,Argentina,11984,Bronze,2021-02-20,2023-03-29,False,False
303,Lucía,Rodríguez,lucía.rodríguez303@email.com,+1 847-485-5523,1979-01-23,Salta,Argentina,59734,Bronze,2022-02-22,2023-11-02,True,True
304,Carlos,Rodríguez,carlos.rodríguez304@email.com,+1 342-270-4229,1969-07-09,Mendoza,Chile,73457,Gold,2024-01-18,2025-04-13,True,True
305,Sofía,López,sofía.lópez305@email.com,+1 879-729-4190,1982-05-12,Rosario,Argentina,78937,Platinum,2022-02-28,2025-04-13,True,True
306,Juan,Ramírez,juan.ramírez306@email.com,+1 609-460-1661,1989-05-15,Buenos Aires,México,31206,Bronze,2022-09-07,2024-10-18,True,True
307,Diego,Rodríguez,diego.rodríguez307@email.com,+1 249-795-1310,1980-10-14,Salta,Chile,91195,Bronze,2020-10-30,2024-04-04,True,False
308,Juan,Ramírez,juan.ramírez308@email.com,+1 575-366-2589,1970-10-01,Neuquén,Argentina,63525,Bronze,2022-06-28,2024-08-03,False,True
309,Lucía,Rodríguez,lucía.rodríguez309@email.com,+1 865-290-4721,1996-11-17,Córdoba,Colombia,31311,Silver,2023-01-07,2025-01-28,False,True
310,Camila,Fernández,camila.fernández310@email.com,+1 699-957-9491,1960-12-03,Neuquén,Argentina,49592,Gold,2022-09-22,2023-08-01,True,True
311,Valentina,Rodríguez,valentina.rodríguez311@email.com,+1 387-973-5292,1987-08-25,Santa Fe,Uruguay,28154,Silver,2023-05-26,2023-11-11,True,True
312,Gabriel,González,gabriel.gonzález312@email.com,+1 490-645-3001,1979-03-01,La Plata,Uruguay,43682,Gold,2022-01-28,2024-03-07,True,False
313,Valentina,Torres,valentina.torres313@email.com,+1 765-179-2442,1997-09-29,La Plata,Argentina,71081,Platinum,2022-08-23,2025-09-01,True,False
314,Diego,Torres,diego.torres314@email.com,+1 399-162-3044,1990-10-14,Neuquén,Perú,80333,Bronze,2021-05-06,2021-09-10,True,False
315,Lucas,González,lucas.gonzález315@email.com,+1 487-871-6158,1986-05-07,Neuquén,Colombia,80769,Bronze,2021-09-07,2024-08-01,True,False
316,Camila,Sánchez,camila.sánchez316@email.com,+1 678-880-3581,1968-02-28,Córdoba,México,64751,Silver,2023-10-06,2024-03-09,True,False
317,Pedro,Martínez,pedro.martínez317@email.com,+1 717-331-5132,1998-05-28,Rosario,Argentina,18136,Platinum,2021-07-24,2024-08-23,True,False
318,Juan,García,juan.garcía318@email.com,+1 603-737-1281,1990-06-16,Rosario,Argentina,68340,Silver,2024-05-06,2025-07-22,True,False
319,Camila,Rodríguez,camila.rodríguez319@email.com,+1 950-764-4598,1999-09-26,Neuquén,Argentina,93895,Bronze,2022-09-04,2022-10-13,False,False
320,Gabriel,Sánchez,gabriel.sánchez320@email.com,+1 518-562-1740,2000-08-16,Mar del Plata,Perú,14620,Bronze,2020-10-04,2022-01-19,True,True
321,Mateo,Sánchez,mateo.sánchez321@email.com,+1 599-936-4919,1964-06-24,Buenos Aires,Uruguay,59001,Bronze,2024-01-11,2024-11-28,True,False
322,Martín,López,martín.lópez322@email.com,+1 727-725-4682,1993-09-30,Buenos Aires,México,78129,Silver,2022-10-19,2023-04-10,True,True
323,Lucas,Pérez,lucas.pérez323@email.com,+1 728-878-8036,1992-09-02,Tucumán,México,93876,Silver,2021-06-24,2023-11-09,False,False
324,Pedro,Torres,pedro.torres324@email.com,+1 704-550-5290,1971-05-18,Tucumán,Argentina,37880,Platinum,2021-01-24,2021-06-07,False,True
325,Juan,Ramírez,juan.ramírez325@email.com,+1 893-761-9788,1968-04-08,Córdoba,Argentina,97449,Bronze,2022-10-07,2023-03-08,True,False
326,María,Rodríguez,maría.rodríguez326@email.com,+1 280-419-6705,1975-09-07,Santa Fe,México,25966,Silver,2021-08-07,2023-07-15,True,True
327,María,Rodríguez,maría.rodríguez327@email.com,+1 942-897-4148,1969-07-04,Santa Fe,México,36958,Gold,2022-06-23,2025-10-17,True,True
328,Camila,López,camila.lópez328@email.com,+1 338-456-8443,1965-02-24,Buenos Aires,Argentina,35840,Silver,2020-05-11,2024-06-04,True,False
329,Juan,López,juan.lópez329@email.com,+1 722-311-7478,2003-02-01,Buenos Aires,Colombia,98521,Silver,2022-12-30,2023-09-30,True,False
330,Carlos,Fernández,carlos.fernández330@email.com,+1 325-717-7979,1968-02-29,Córdoba,Chile,43841,Gold,2020-07-09,2024-04-27,True,False
331,Laura,García,laura.garcía331@email.com,+1 809-136-1534,1976-11-05,Tucumán,México,43382,Gold,2023-03-17,2024-03-28,False,True
332,Carlos,González,carlos.gonzález332@email.com,+1 692-131-9245,1980-12-24,Salta,Perú,87595,Bronze,2020-05-22,2022-05-09,False,True
333,Mateo,Martínez,mateo.martínez333@email.com,+1 747-278-8343,1969-08-25,Neuquén,Perú,22659,Platinum,2024-03-17,2024-12-23,False,False
334,Valentina,González,valentina.gonzález334@email.com,+1 954-673-8371,1988-04-13,La Plata,Argentina,43808,Bronze,2022-08-02,2023-03-14,True,False
335,Ana,García,ana.garcía335@email.com,+1 599-409-7286,1969-07-06,Rosario,Argentina,94818,Platinum,2020-09-05,2021-06-23,True,False
336,Sofía,Pérez,sofía.pérez336@email.com,+1 708-872-4185,1985-01-21,Rosario,Argentina,90962,Bronze,2022-06-05,2022-06-13,False,False
337,Martín,García,martín.garcía337@email.com,+1 622-493-7977,1989-11-14,Córdoba,México,58067,Platinum,2021-10-03,2023-02-05,True,False
338,Juan,Rodríguez,juan.rodríguez338@email.com,+1 465-587-5758,1994-09-24,Córdoba,Colombia,71713,Gold,2023-01-06,2024-09-27,False,True
339,Carlos,García,carlos.garcía339@email.com,+1 966-549-4137,1980-11-09,Rosario,México,36696,Bronze,2024-02-11,2025-03-21,True,False
340,Diego,Sánchez,diego.sánchez340@email.com,+1 253-702-3042,1968-05-05,Buenos Aires,Argentina,65973,Platinum,2021-08-01,2024-07-26,True,False
341,Gabriel,Pérez,gabriel.pérez341@email.com,+1 480-524-9918,1997-02-12,Neuquén,Perú,40354,Platinum,2021-12-13,2025-02-22,True,False
342,Diego,Fernández,diego.fernández342@email.com,+1 825-823-7897,1970-09-20,Córdoba,México,94051,Platinum,2021-03-27,2024-11-30,False,True
343,Lucía,López,lucía.lópez343@email.com,+1 521-617-5939,1999-04-12,Rosario,Chile,23230,Bronze,2023-05-05,2025-01-11,True,True
344,Ana,Ramírez,ana.ramírez344@email.com,+1 696-284-1009,2000-12-31,Córdoba,México,12580,Silver,2022-03-02,2023-11-19,True,False
345,Mateo,Torres,mateo.torres345@email.com,+1 345-436-5483,1998-01-20,La Plata,México,48177,Gold,2022-01-22,2022-01-24,True,True
346,Gabriel,Sánchez,gabriel.sánchez346@email.com,+1 708-806-3175,2003-04-04,Córdoba,Colombia,22585,Platinum,2020-05-30,2025-02-06,False,False
347,María,Pérez,maría.pérez347@email.com,+1 291-725-9830,1996-10-08,Tucumán,Perú,29000,Platinum,2020-01-03,2022-08-12,False,True
348,Diego,González,diego.gonzález348@email.com,+1 302-639-8494,1973-03-31,Mar del Plata,Argentina,82159,Silver,2020-09-05,2024-04-21,False,False
349,Gabriel,Fernández,gabriel.fernández349@email.com,+1 275-803-3172,1962-05-08,Buenos Aires,Argentina,27964,Platinum,2022-04-13,2023-04-07,True,False
350,Juan,Martínez,juan.martínez350@email.com,+1 555-982-5107,1993-09-03,Neuquén,Colombia,54959,Platinum,2023-01-27,2025-03-22,True,False
351,Gabriel,Martínez,gabriel.martínez351@email.com,+1 696-447-4158,1965-08-10,Córdoba,Uruguay,61170,Platinum,2020-01-26,2023-11-03,True,True
352,Lucas,Pérez,lucas.pérez352@email.com,+1 603-914-1164,1986-12-03,Mar del Plata,Argentina,18239,Bronze,2020-09-02,2022-10-29,True,False
353,Pedro,Pérez,pedro.pérez353@email.com,+1 777-770-3076,1968-12-07,Buenos Aires,Argentina,37138,Gold,2024-03-01,2024-06-04,False,True
354,Laura,Pérez,laura.pérez354@email.com,+1 836-534-1315,1964-10-19,Neuquén,Argentina,99995,Silver,2021-03-17,2022-01-15,True,False
355,Carlos,González,carlos.gonzález355@email.com,+1 650-426-2576,1997-02-24,Mendoza,Argentina,88540,Gold,2021-09-10,2024-11-03,True,True
356,Sofía,González,sofía.gonzález356@email.com,+1 723-896-1479,1969-07-16,La Plata,Argentina,54222,Gold,2021-06-02,2023-05-05,True,False
357,Sofía,López,sofía.lópez357@email.com,+1 240-560-3301,1964-08-28,Santa Fe,Argentina,37883,Gold,2023-09-25,2025-07-21,False,False
358,Martín,García,martín.garcía358@email.com,+1 662-228-1074,1974-08-04,Buenos Aires,Chile,32383,Gold,2023-01-17,2024-07-28,True,False
359,Laura,Fernández,laura.fernández359@email.com,+1 994-436-9670,1995-06-27,Córdoba,Chile,86673,Gold,2022-11-07,2024-01-17,True,False
360,Laura,Fernández,laura.fernández360@email.com,+1 278-204-5491,1962-11-16,Tucumán,México,46355,Bronze,2020-07-05,2023-06-30,True,True
361,Sofía,Fernández,sofía.fernández361@email.com,+1 353-420-3856,1998-04-24,La Plata,Argentina,63823,Platinum,2024-05-15,2025-11-09,False,True
